0,9.63519287109375,8.448766708374023
200,3.397782325744629,4.07090950012207
400,3.386660575866699,3.6374504566192627
600,2.848874092102051,3.0087366104125977
800,2.1686654090881348,2.6568076610565186
1000,2.097913980484009,3.174750328063965
1200,1.871832013130188,2.7360951900482178
1400,2.0031607151031494,2.3399741649627686
1600,1.682647705078125,3.060720443725586
1800,2.015223503112793,2.6281626224517822
2000,1.646620512008667,3.089228868484497
2200,1.8855891227722168,2.840865135192871
2400,1.6955087184906006,2.460355758666992
2600,1.8393248319625854,2.7733266353607178
2800,1.4154287576675415,2.644544839859009
3000,1.6104791164398193,1.9138398170471191
3200,1.492734432220459,1.8149755001068115
3400,1.6134792566299438,2.261772394180298
3600,1.5526041984558105,2.2370595932006836
3800,1.2790907621383667,2.1542434692382812
4000,1.6702866554260254,2.91763973236084
4200,1.125575065612793,2.221242904663086
4400,1.3224091529846191,2.5050461292266846
4600,1.451040506362915,2.8677704334259033
4800,1.2722840309143066,2.255293130874634
5000,1.207103967666626,2.161862373352051
5200,1.3157709836959839,2.2273752689361572
5400,1.3710566759109497,2.5497078895568848
5600,1.3093489408493042,2.4978697299957275
5800,1.1273618936538696,1.9460313320159912
6000,1.3315168619155884,1.9584534168243408
6200,1.3312196731567383,1.67814040184021
6400,0.9121341109275818,2.880246162414551
6600,1.2729414701461792,2.4133331775665283
6800,1.2110768556594849,2.064561367034912
7000,1.1030895709991455,1.4574214220046997
7200,1.40468430519104,1.6429774761199951
7400,1.0793713331222534,1.3578438758850098
7600,1.3765777349472046,2.2486443519592285
7800,0.9861459732055664,2.1055262088775635
8000,1.0274133682250977,2.2260048389434814
8200,1.0112155675888062,2.6429073810577393
8400,1.0988203287124634,2.4255261421203613
8600,1.1755882501602173,2.48181414604187
8800,1.3824589252471924,2.0272812843322754
9000,1.2340500354766846,2.1165592670440674
9200,1.1688547134399414,2.0365350246429443
9400,1.0815402269363403,2.536269187927246
9600,1.0160692930221558,1.767299771308899
9800,1.0515300035476685,2.26117205619812
10000,1.0253907442092896,2.1184098720550537
10200,0.9736535549163818,2.6253976821899414
10400,1.2315365076065063,2.2995622158050537
10600,0.9545896649360657,2.4780046939849854
10800,1.0095216035842896,1.9833457469940186
11000,1.0249035358428955,2.6109397411346436
11200,0.9675940871238708,1.9731087684631348
11400,0.8061700463294983,2.5797972679138184
11600,0.7487619519233704,1.8868999481201172
11800,0.8847811222076416,1.4944663047790527
12000,0.8057194352149963,2.33581280708313
12200,0.8308473825454712,2.7914979457855225
12400,0.9156053066253662,2.205265998840332
12600,0.8042203783988953,1.2938973903656006
12800,0.8122740387916565,1.9398882389068604
13000,0.8060846924781799,2.1416430473327637
13200,0.7058026790618896,1.8837376832962036
13400,0.7441443204879761,1.572838306427002
13600,0.972540020942688,1.9461036920547485
13800,1.0545880794525146,1.6909791231155396
14000,0.7098424434661865,1.7385342121124268
14200,0.907433271408081,1.5929266214370728
14400,0.7064664363861084,1.9686940908432007
14600,0.8700363039970398,1.7477165460586548
14800,0.6948198676109314,1.622686505317688
15000,0.8829671740531921,2.057936429977417
15200,0.8619036674499512,1.9594827890396118
15400,0.9140264391899109,1.8750559091567993
15600,0.8454329967498779,2.3288838863372803
15800,0.8518579602241516,1.6952017545700073
16000,0.6936569809913635,2.423999547958374
16200,0.7884810566902161,1.6878135204315186
16400,0.766237199306488,1.5306679010391235
16600,0.843091607093811,1.893347978591919
16800,0.8740483522415161,2.9468905925750732
17000,0.803937554359436,2.144460916519165
17200,0.8570795059204102,2.562089681625366
17400,0.8176483511924744,1.856966495513916
17600,0.8363915085792542,1.6051506996154785
17800,0.8952071070671082,1.7181966304779053
18000,0.6719176173210144,1.979946255683899
18200,0.753873348236084,2.2204887866973877
